category,seller_id,seller_city,seller_state,total_orders,unique_buyers,total_gmv,avg_order_value,avg_review_score
kitchen_dining_laundry_garden_furniture,014c0679dd340a0e338872e7ec85666a,timoteo,MG,10,10,5505.99,550.6,3.9
food,d13e50eaa47b4cbe9eb81465865d8cfc,santo andre,SP,55,55,5495.03,96.4,4.77
pet_shop,e9c6969d40e6a3d2d0f90013165c2b98,sao paulo,SP,10,10,5481.98,548.2,4.4
air_conditioning,fcdd820084f17e9982427971e4e9d47f,ribeirao preto,SP,15,15,5477.94,210.69,3.23
home_appliances_2,4917cee8d902e13428c3ec4b1ca6f315,blumenau,SC,27,27,5475.15,202.78,4.22
health_beauty,f84fa566034f5e8e880a07ec624c56af,indaiatuba,SP,80,80,5473.34,61.5,4.24
food_drink,a3dd39f583bc80bd8c5901c95878921e,salvador,BA,34,34,5412.16,146.27,4.59
cool_stuff,8444e55c1f13cd5c179851e5ca5ebd00,congonhal,MG,21,21,5387.17,256.53,4.38
toys,adbc26658d6c7b4b6219f9d934598091,curitiba,PR,32,32,5374.43,158.07,4.06
telephony,4e922959ae960d389249c378d1c939f5,jacarei,SP,43,43,5370.91,119.35,3.96
bed_bath_table,822166ed1e47908f7cfb49946d03c726,tres rios,RJ,66,65,5360.85,53.61,3.86
sports_leisure,d566c37fa119d5e66c4e9052e83ee4ea,sao paulo,SP,55,55,5346.24,86.23,4.69
baby,d673a59aac7a70d8b01e6902bf090a11,ibitinga,SP,77,77,5325.77,64.95,3.94
baby,503c1de08ae81a2d86f17951b204db55,sao paulo,SP,22,22,5321.9,241.9,4.41
health_beauty,ad420dd0c4f92f8af951ac24b86d0cf5,fronteira,MG,41,38,5319.01,118.2,4.18
perfumery,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,41,41,5298.0,123.21,4.19
furniture_decor,ff063b022a9a0aab91bad2c9088760b7,santo andre,SP,48,48,5293.17,108.02,4.18
housewares,e333046ce6517bd8bb510291d44f0130,ipaussu,SP,48,48,5292.32,99.86,4.34
computers_accessories,8c16d1f32a54d92897cc437244442e1b,blumenau,SC,80,80,5284.18,60.74,4.26
electronics,dbd66278cbfe1aa1000f90a217ca4695,sao paulo,SP,67,67,5272.12,65.9,4.45
health_beauty,05ff92fedb5be47920fea08e501238b9,santo angelo,RS,11,11,5269.39,479.04,4.64
sports_leisure,376a891762bbdecbc02b4b6adec3fdda,goiania,GO,51,51,5267.94,103.29,4.63
toys,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,51,51,5251.67,100.99,4.08
sports_leisure,8d956fec2e4337affcb520f56fd8cbfd,sao bernardo do campo,SP,79,79,5245.46,63.2,4.29
health_beauty,70a12e78e608ac31179aea7f8422044b,jacarei,SP,42,42,5235.01,124.64,3.88
health_beauty,a5cba26a62b8b4d0145b68b841e62e7f,campo mourao,PR,28,28,5224.12,180.14,4.59
electronics,b4a476fbd28de64b1e347abf9089366a,itapevi,SP,29,28,5219.07,153.5,4.06
furniture_decor,eed78ac17f7f795a19a709745f00cd4e,botucatu,SP,22,20,5195.84,92.78,3.41
watches_gifts,612170e34b97004b3ba37eae81836b4c,novo hamburgo,RS,25,25,5195.27,207.81,4.24
construction_tools_construction,9596c870880d900012f2e8e6e30d06d7,varginha,MG,11,11,5192.24,399.4,3.69
furniture_decor,0c8380b62e38e8a1e6adbeba7eb9688c,tres coracoes,MG,33,32,5171.6,114.92,4.36
consoles_games,e8b3a3a38279a82f0e5d006d5e5b7d2c,jussara,PR,44,44,5165.6,109.91,3.72
furniture_decor,b499c00f28f4b7069ff6550af8c1348a,limeira,SP,62,61,5165.1,74.86,4.26
costruction_tools_garden,f80edd2c5aaa505cc4b0a3b219abf4b8,sao paulo,SP,40,39,5156.62,119.92,3.91
furniture_decor,6fc26fe110feebd80a433e1f012a84f9,fernandopolis,SP,35,33,5128.06,71.22,4.07
computers_accessories,5bffbafbb22daf6d3bfc216a46db8708,nilopolis,RJ,13,13,5124.38,366.03,4.93
computers_accessories,1fe5540d7c1c37a595fefbacd5570d9e,paraiba do sul,RJ,20,19,5118.75,204.75,4.28
construction_tools_construction,6860153b69cc696d5dcfe1cdaaafcf62,capivari,SP,72,72,5109.06,62.31,4.2
perfumery,8931a84a914b3fe9b1ddaa4d704947ca,sao paulo,SP,29,28,5092.89,159.15,3.81
housewares,65febd49fd28ec955651299159b1f527,sao paulo,SP,33,33,5085.38,133.83,4.34
office_furniture,67bf6941ba2f1fa1d02c375766bc3e53,curitiba,PR,12,12,5078.54,362.75,4.43
health_beauty,bccf933e006e9b94a6184af782963e77,assis,SP,45,45,5047.21,109.72,4.54
pet_shop,232a6014e7b10cba61c6c2b2ea6bb4b0,cafelandia,SP,32,32,5017.04,143.34,4.09
baby,9d5a9018aee56acb367ba9c3f05d1d6a,aparecida de goiania,GO,29,29,4999.0,156.22,4.53
cool_stuff,aac29b1b99776be73c3049939652091d,uberlandia,MG,52,52,4929.55,86.48,4.09
health_beauty,709e16e2b25c7474d980076c6bfc4806,birigui,SP,44,44,4924.5,84.91,4.5
stationery,b561927807645834b59ef0d16ba55a24,sao paulo,SP,72,72,4907.37,59.85,4.26
computers_accessories,2addf05f476d0637864454e93ba673d5,brasilia,DF,12,11,4877.64,406.47,5.0
baby,1f50f920176fa81dab994f9023523100,sao jose do rio preto,SP,27,27,4872.26,116.01,3.76
sports_leisure,55a5b51f93f2b70ea513f5a047b0262a,sao joao del rei,MG,39,39,4849.38,118.28,4.49
toys,ff1fb4c404b2efe68b03350a8dc24122,mogi das cruzes,SP,31,30,4840.31,151.26,4.13
sports_leisure,ef990a83bbea832f36ebe81376335aa8,joinville,SC,39,39,4832.96,120.82,3.6
sports_leisure,3c03b12bab54d8b37d79d914bfdb1aa0,sao joao de meriti,RJ,34,34,4808.38,120.21,3.85
consoles_games,43f8c9950d11ecd03a0304a49e010da6,carapicuiba,SP,41,41,4807.22,117.25,4.56
housewares,835f0f7810c76831d6c7d24c7a646d4d,sao paulo,SP,34,34,4805.09,126.45,3.61
furniture_decor,d20b021d3efdf267a402c402a48ea64b,ibitinga,SP,81,80,4803.54,49.52,3.65
housewares,b32be1695eb7ec5f10f72d9610a12527,caxias do sul,RS,10,10,4786.23,478.62,4.1
kitchen_dining_laundry_garden_furniture,f80edd2c5aaa505cc4b0a3b219abf4b8,sao paulo,SP,57,57,4782.48,78.4,4.44
air_conditioning,7a241947449cc45dbfda4f9d0798d9d0,jacutinga,MG,33,33,4772.09,144.61,4.27
computers_accessories,ec8879960bd2221d5c32f8e12f7da711,itatiba,SP,35,35,4756.26,135.89,4.31
housewares,f76a3b1349b6df1ee875d1f3fa4340f0,sao paulo,SP,24,24,4748.98,197.87,3.46
food,16090f2ca825584b5a147ab24aa30c86,atibaia,SP,112,112,4746.21,40.57,3.99
auto,bba74270a87732727b5a3b4fd9ac1c39,betim,MG,13,13,4728.73,363.75,4.31
watches_gifts,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,25,25,4720.29,157.34,4.0
stationery,968268a686aa05d1f529fb07dff08130,sao paulo,SP,11,11,4716.22,428.75,3.55
toys,bacb1f0ed56ad24198f5810d2b3fe9a5,jacarei,SP,27,27,4696.88,173.96,4.48
housewares,3ab971ce71839580d2ae5b4e40fe8044,sao paulo,SP,28,28,4684.75,161.54,4.21
fashion_underwear_beach,4bf2f4ee540798a61f9636d12cd9cc80,assis,SP,26,26,4675.08,173.15,4.15
health_beauty,1eade46fba20122dc4aefb379f8c636b,sao paulo,SP,58,55,4673.71,62.32,4.31
health_beauty,7178f9f4dd81dcef02f62acdf8151e01,videira,SC,54,54,4673.66,76.62,3.97
health_beauty,8b28d096634035667e8263d57ba3368c,sao jose dos campos,SP,63,62,4664.23,67.6,4.23
health_beauty,6ec1a01e866584bb679eb9b098345919,santos,SP,27,27,4655.15,166.26,4.21
home_construction,cb41bfbcbda0aea354a834ab222f9a59,sao paulo,SP,11,11,4650.66,422.79,3.27
home_appliances_2,13d058e4eeac2ce8217660b2f8a05812,osasco,SP,22,22,4647.37,211.24,4.18
perfumery,8444e55c1f13cd5c179851e5ca5ebd00,congonhal,MG,26,25,4642.16,171.93,3.37
watches_gifts,58f1a6197ed863543e0136bdedb3fce2,conselheiro lafaiete,MG,30,30,4620.23,154.01,4.4
sports_leisure,6b3bd31ad8fcda4b2635ec9f3ff2ecdf,rio de janeiro,RJ,34,34,4615.93,112.58,3.95
pet_shop,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,79,79,4602.45,54.15,4.22
sports_leisure,0509040ea3fe50071181bbc359eb7738,belo horizonte,MG,79,79,4579.57,53.25,4.55
baby,bf3c6d2a28b2b5501e6c15448982dcc9,sao paulo,SP,34,33,4572.28,114.31,4.6
signaling_and_security,55d3daac7c404d59e51c2aa2f4dc5a23,sao paulo,SP,18,18,4559.54,182.38,3.8
electronics,4e922959ae960d389249c378d1c939f5,jacarei,SP,51,51,4558.04,78.59,3.45
cool_stuff,cd68562d3f44870c08922d380acae552,ribeirao preto,SP,10,10,4553.38,413.94,4.27
home_construction,8a130737016f838139d31878787a39c9,sao paulo,SP,50,50,4545.62,84.18,4.39
pet_shop,238fac594e170b59c6d228f5a4f4f1d9,dois corregos,SP,29,29,4545.52,151.52,4.0
housewares,7dc8c42cc750eeafea6c85712ffee9bf,sao paulo,SP,21,21,4543.91,162.28,4.5
toys,e0878efa0e0b7e5313ac0b43bc04c081,curitiba,PR,16,16,4537.96,283.62,3.25
pet_shop,729f06993dac8e860d4f02d7088ca48a,limeira,SP,23,23,4524.82,174.03,4.65
auto,1fdc574883ef3b33ad41562d93f3a74a,limeira,SP,18,18,4524.27,251.35,4.44
perfumery,2089a6d640999f9b9141ac719b2af596,sao carlos,SP,12,12,4507.64,375.64,3.33
toys,42bde9fef835393bb8a8849cb6b7f245,brasilia,DF,20,20,4492.53,195.33,4.0
health_beauty,4869f7a5dfa277a7dca6462dcf3b52b2,guariba,SP,20,20,4489.16,224.46,4.1
furniture_decor,9add47bf45ce8e8c7db6b9cf670b1e09,fazenda rio grande,PR,33,33,4482.09,131.83,4.24
sports_leisure,7f152321c60a266edc53af1925ef96c1,criciuma,SC,20,20,4471.92,223.6,3.8
bed_bath_table,602044f2c16190c2c6e45eb35c2e21cb,ibitinga,SP,48,48,4468.93,81.25,3.07
cool_stuff,a5cba26a62b8b4d0145b68b841e62e7f,campo mourao,PR,13,13,4466.69,343.59,4.46
luggage_accessories,02f5837340d7eb4f653d676c7256523a,curitiba,PR,30,30,4463.88,148.8,4.83
telephony,db4350fd57ae30082dec7acbaacc17f9,sao paulo,SP,119,118,4448.06,34.75,4.19
housewares,99a54764c341d5dc80b4a8fac4eba3fb,sao paulo,SP,40,38,4445.06,71.69,3.53
sports_leisure,14d7985702e72162bbf13b6beb74ab2b,santo andre,SP,37,37,4441.0,116.87,4.34
auto,3f995f07c49d0d55a99d5c54957f7d81,itapecerica da serra,SP,41,41,4436.07,108.2,4.24
housewares,e5a38146df062edaf55c38afa99e42dc,sao paulo,SP,43,43,4434.18,103.12,4.47
housewares,7a241947449cc45dbfda4f9d0798d9d0,jacutinga,MG,22,22,4433.08,138.53,3.28
computers_accessories,7e3f87d16fb353f408d467e74fbd8014,sao paulo,SP,71,71,4431.51,61.55,4.17
electronics,6bb0724edf0b62fb91ac404873a97241,cotia,SP,17,17,4416.52,245.36,4.56
computers_accessories,d5ba419e26d246a0719437cf37d9b46d,sao paulo,SP,33,33,4415.8,129.88,3.94
baby,45ba18c210d42734ec52c0c1c574e9ee,sao roque,SP,17,17,4405.02,259.12,4.47
health_beauty,9b013e03b2ab786505a1d3b5c0756754,vicente de carvalho,SP,53,53,4399.12,57.13,3.88
sports_leisure,2745f798279e0ed033addcc1474776d7,sao paulo,SP,32,31,4364.99,136.41,4.0
telephony,822bad9bc42b51213ba522fe87b7ab5d,balneario camboriu,SC,14,14,4360.59,311.47,4.07
housewares,ed4311e67debd72b8610a5347a743087,guarulhos,SP,25,25,4342.81,167.03,4.5
garden_tools,f680f85bee2d253556ac91be391d2c82,carapicuiba,SP,14,13,4338.99,206.62,4.24
health_beauty,8b2492b7ff4468839593fafeed55bad9,sao goncalo,RJ,29,29,4336.26,96.36,3.89
pet_shop,f97e2b0650c2068227e1d366140eb62f,santo antonio de posse,SP,13,13,4330.73,309.34,4.36
computers_accessories,b2ba3715d723d245138f291a6fe42594,sao paulo,SP,19,19,4314.9,205.47,4.38
health_beauty,4e17c65a516f69d023a2ae78b84f28d6,suzano,SP,27,27,4313.57,134.8,3.91
electronics,70a12e78e608ac31179aea7f8422044b,jacarei,SP,31,30,4313.13,130.7,3.79
sports_leisure,2e13c71026e1a39ba5cc1b86dcb679aa,sao paulo,SP,24,24,4310.21,153.94,4.25
fashion_male_clothing,aaed1309374718fdd995ee4c58c9dfcd,timbo,SC,31,29,4310.01,130.61,3.82
housewares,5b179e9e8cc7ab6fd113a46ca584da81,sao paulo,SP,26,26,4303.01,153.68,3.46
pet_shop,070d165398b553f3b4b851c216b8a358,sao paulo,SP,31,30,4301.11,113.19,3.58
housewares,e26901d5ab434ce92fd9b5c256820a4e,maua,SP,48,48,4300.15,76.79,4.13
sports_leisure,a44fb5a447105f8469bdf16bf9159f25,porto alegre,RS,19,19,4292.71,225.93,4.05
toys,406822777a0b9eb5c50e442dd4cd3ec5,tatui,SP,43,43,4286.76,95.26,4.36
cool_stuff,8ed8ea9a57c862f2c18c2fe41f601d56,blumenau,SC,18,18,4285.27,238.07,4.5
electronics,582d4f8675b945722eda7c0cb61ba4c7,bertioga,SP,51,51,4279.49,69.02,4.18
baby,99002261c568a84cce14d43fcffb43ea,cuiaba,MT,29,29,4259.28,146.87,3.62
toys,bfd27a966d91cfaafdb25d076585f0da,serra negra,SP,35,35,4256.8,121.62,4.17
garden_tools,23a0ffca143a15b9b5bbdb7d552f626a,sao pedro,SP,22,22,4240.36,184.36,3.91
garden_tools,d91fb3b7d041e83b64a00a3edfb37e4f,praia grande,SP,12,12,4238.92,326.07,4.46
furniture_decor,cac4c8e7b1ca6252d8f20b2fc1a2e4af,indaiatuba,SP,57,57,4236.77,68.33,3.46
baby,271c58a1d139c45eaf3316107c6d3a3b,sao paulo,SP,27,27,4232.55,156.76,4.19
furniture_decor,95f83f51203c626648c875dd41874c7f,borda da mata,MG,41,41,4226.73,75.48,3.14
garden_tools,c9a06ece156bb057372c68718ec8909b,brasilia,DF,10,10,4218.24,421.82,3.3
toys,3c4e0452bff7a2a788179488d3d77032,colombo,PR,30,30,4197.17,123.45,3.79
perfumery,33c51922b6e3c16b24a8f28e5833c99d,londrina,PR,14,14,4195.94,262.25,4.81
construction_tools_construction,001cca7ae9ae17fb1caed9dfb1094831,cariacica,ES,23,23,4194.82,155.36,4.04
health_beauty,b2ba3715d723d245138f291a6fe42594,sao paulo,SP,17,17,4194.07,246.71,4.59
electronics,edf96ef93ed595084bbcbd9224bd2894,sao paulo,SP,24,24,4193.64,155.32,3.74
computers_accessories,e9d99831abad74458942f21e16f33f92,sao paulo,SP,76,76,4183.17,44.5,3.98
costruction_tools_garden,8bb48dc19fccaa8613b6229bf7f452a2,assis,SP,54,54,4175.39,68.45,4.38
bed_bath_table,951e8cef368f09bb3f3d03c00ca4702c,ibitinga,SP,47,47,4167.29,77.17,4.31
industry_commerce_and_business,955fee9216a65b617aa5c0531780ce60,sao paulo,SP,30,30,4150.54,129.7,4.34
audio,b2ba3715d723d245138f291a6fe42594,sao paulo,SP,31,31,4146.11,125.64,4.09
pet_shop,3361277dc30b7cccdb0c286b24219756,maringa,PR,22,21,4139.4,129.36,4.31
health_beauty,b17b679f4f5ce2e03ce6968c62648246,ribeirao preto,SP,49,49,4136.42,82.73,3.94
sports_leisure,5d9dc90a686a8fddacffab6bab5653a3,santana de parnaiba,SP,12,12,4131.27,344.27,4.17
bed_bath_table,9e6229250fedbe05838fef417b74e7fb,mirandopolis,SP,19,19,4125.4,206.27,4.0
health_beauty,f4aba7c0bca51484c30ab7bdc34bcdd1,sao paulo,SP,103,103,4114.19,37.4,3.88
sports_leisure,3db66a856d18a9cba7c9241fc5221c50,ponte nova,MG,46,45,4102.85,85.48,4.27
cool_stuff,c0563dd588b775f2e37747ef6ad6c92c,santo andre,SP,28,28,4094.68,146.24,4.36
fashion_bags_accessories,643214e62b870443ccbe55ab29a4dccf,sao paulo,SP,64,64,4086.13,63.85,4.39
toys,4a3ca9315b744ce9f8e9374361493884,ibitinga,SP,48,46,4067.28,75.32,3.72
health_beauty,b1fecf4da1fa2689bccffa0121953643,campo grande,MS,19,18,4066.72,203.34,4.95
sports_leisure,6a0cbc8af2e8abd1bdfb777943d174c6,batatais,SP,30,30,4061.79,135.39,4.03
sports_leisure,6d66611d7c44cc30ce351abc49a68421,sao paulo,SP,30,29,4060.44,119.42,3.82
fashion_bags_accessories,0cbcee27c791afa0cdcb08587a2013a8,tres coracoes,MG,27,27,4057.74,139.92,4.17
cool_stuff,bfd27a966d91cfaafdb25d076585f0da,serra negra,SP,16,16,4056.88,253.56,4.25
housewares,f0837c8d71434931d9e38e7b79234797,arvorezinha,RS,22,22,4049.36,176.06,4.61
computers_accessories,3bdff180c7e1f6551a643b99c265a120,sao paulo,SP,56,54,4012.08,69.17,4.19
luggage_accessories,0be8ff43f22e456b4e0371b2245e4d01,sao paulo,SP,31,31,4012.0,129.42,4.35
cool_stuff,f181738b150df1f37cb0bd72e705b193,carapicuiba,SP,15,15,4010.25,267.35,4.53
perfumery,4e17c65a516f69d023a2ae78b84f28d6,suzano,SP,29,29,4009.73,129.35,4.19
health_beauty,beadbee30901a7f61d031b6b686095ad,guarulhos,SP,55,55,4005.58,69.06,3.79
pet_shop,3c010235b7345c92f125d14ee232a76b,mandirituba,PR,15,15,4005.32,267.02,4.67
baby,e26901d5ab434ce92fd9b5c256820a4e,maua,SP,44,44,3998.25,90.87,4.61
industry_commerce_and_business,76d64c4aca3a7baf218bf93ef7fa768d,curitiba,PR,19,19,3994.49,173.67,4.04
health_beauty,cbd996ad3c1b7dc71fd0e5f5df9087e2,sao jose do rio preto,SP,68,68,3989.74,48.66,3.94
sports_leisure,7f2617c58d5d06806987308b45654351,sao paulo,SP,22,22,3983.27,173.19,3.87
housewares,7040e82f899a04d1b434b795a43b4617,sao paulo,SP,31,31,3977.35,110.48,3.75
housewares,4c18691b6037662be2df78a765d98ab5,sao paulo,SP,55,55,3965.46,67.21,3.86
housewares,b19f3ca2ea475913750f25a5c37c8d8f,divinopolis,MG,18,18,3955.37,219.74,3.17
cool_stuff,b2ba3715d723d245138f291a6fe42594,sao paulo,SP,25,25,3922.14,140.08,4.14
garden_tools,79ed755314cfe6df0daef2c6cd3022cd,rio claro,SP,21,20,3906.59,177.57,4.77
furniture_decor,575df70bde3f9f2b30bf8d2e9910d725,sao jose do rio preto,SP,20,20,3905.1,177.5,4.0
housewares,ec80e49e69745ab6c14f984bf2149423,limeira,SP,12,12,3897.31,324.78,4.08
sports_leisure,1da3aeb70d7989d1e6d9b0e887f97c23,sao paulo,SP,61,58,3897.09,51.96,3.67
home_appliances_2,01cf7e3d21494c41fb86034f2e714fa1,francisco beltrao,PR,12,12,3886.74,323.9,3.83
pet_shop,1336efc61c316ddf92c899eb817f7cae,assis,SP,36,36,3884.09,90.33,3.81
housewares,994f04b3718c2bab35c2adfa8afecd2a,jaguariuna,SP,45,44,3883.9,73.28,4.3
garden_tools,23c38debaffe4a25a30fdbd9b586a13f,votorantim,SP,30,30,3868.28,117.22,4.3
perfumery,0c7533c71df861ec58ad7ff999ed0e8d,valinhos,SP,61,61,3863.51,52.92,4.08
market_place,aae3bfea055532c57fb453ed3ec80b30,santo andre,SP,48,48,3857.17,77.14,3.58
cool_stuff,44073f8b7e41514de3b7815dd0237f4f,brasilia,DF,31,31,3848.87,116.63,3.12
bed_bath_table,3b872fd4747f01cc56206f2934198618,ibitinga,SP,25,25,3843.11,142.34,3.89
small_appliances,31da954dc0855f2495c6310f70a2f931,araras,SP,11,11,3837.03,319.75,4.17
small_appliances,9674754b5a0cb32b638cec001178f799,sao paulo,SP,56,56,3830.98,57.18,4.0
home_construction,76d5af76d0271110f9af36c92573f765,sao paulo,SP,11,11,3830.22,348.2,3.82
housewares,218f991754f360af9c2daa5e0b8e990c,sao paulo,SP,14,14,3819.54,224.68,3.53
garden_tools,e26901d5ab434ce92fd9b5c256820a4e,maua,SP,68,68,3801.75,49.37,3.86
furniture_decor,244c2f1bff6afe1f2eaf9bfe9b2aed38,mogi das cruzes,SP,23,22,3794.87,140.55,3.81
auto,a938325a4b357fd23a6a4d5bb126408e,nilopolis,RJ,24,24,3791.81,151.67,3.88
cool_stuff,06e5eefc71ec47ae763c5c6f8db7064f,porto alegre,RS,19,19,3787.45,199.34,4.0
toys,48436dade18ac8b2bce089ec2a041202,volta redonda,SP,23,23,3787.07,164.66,4.22
unknown,e5a3438891c0bfdb9394643f95273d8e,limeira,SP,83,83,3778.18,42.93,4.11
health_beauty,11bfa66332777660bd0640ee84d47006,ribeirao preto,SP,45,45,3777.16,69.95,4.19
perfumery,681fce914360217db47784ae28905a96,araucaria,PR,20,19,3765.9,188.3,4.05
sports_leisure,54c04bdb5ec46762f8f08c7e8f86ed4a,florianopolis,SC,18,18,3757.78,197.78,4.32
health_beauty,42b729f859728f5079499127a9c2ef37,sao paulo,SP,76,74,3756.22,38.72,4.34
bed_bath_table,f7ccf836d21b2fb1de37564105216cc1,ibitinga,SP,67,67,3753.51,52.87,3.93
sports_leisure,a17f621c590ea0fab3d5d883e1630ec6,sorocaba,SP,62,61,3744.67,48.63,4.21
telephony,0db783cfcd3b73998abc6e10e59a102f,santos,SP,57,57,3744.63,63.47,4.31
sports_leisure,33ac3e28642ab8bda860a2f693000e78,cotia,SP,32,32,3737.92,113.27,4.27
auto,5bc24d989e71e93c33e50a7782431b0e,campo do meio,MG,17,17,3736.53,219.8,4.35
sports_leisure,b1ac6ea7895bc3dd6f0f6f4abbdd2821,canoas,RS,38,38,3734.36,98.27,4.53
toys,fde0cc9ea29c8ccfc0a2c22256a58c71,curitiba,PR,27,26,3731.58,138.21,4.59
market_place,7d456afc660226829370f3173d14520c,mogi das cruzes,SP,23,23,3727.53,106.5,4.26
auto,eb4df17aed01d918c65f0f8d650900c0,paulinia,SP,10,10,3726.89,372.69,4.1
watches_gifts,f4c4daa86e30c7e5a553a8d518ac03a5,cascavel,PR,13,13,3718.15,286.01,3.85
luggage_accessories,9d5a9018aee56acb367ba9c3f05d1d6a,aparecida de goiania,GO,19,19,3716.41,185.82,4.65
watches_gifts,bce6a5ecf98e99fd2a8868b15c51f04b,guarulhos,SP,14,14,3706.5,247.1,4.13
cool_stuff,de722cd6dad950a92b7d4f82673f8833,recife,PE,15,15,3683.54,216.68,3.88
consoles_games,612170e34b97004b3ba37eae81836b4c,novo hamburgo,RS,13,13,3676.68,282.82,4.62
toys,f00e21b1e91a79653163b7fd8f293ff1,andradas,SP,26,26,3670.92,141.19,3.96
furniture_decor,8bd0f31cf0a614c658f6763bd02dea69,sao paulo,SP,24,24,3670.06,146.8,4.32
fashion_bags_accessories,0ebd97a106433a45a4aebe57c1799778,contagem,MG,31,31,3661.68,114.43,4.5
computers_accessories,710e3548e02bc1d2831dfc4f1b5b14d4,rolandia,PR,28,28,3641.16,121.37,1.83
housewares,6edacfd9f9074789dad6d62ba7950b9c,guarulhos,SP,53,53,3636.37,64.94,4.3
sports_leisure,e89c4adbe7b1d0819dbb636e16461cf1,indaiatuba,SP,24,24,3636.15,145.45,3.88
fashion_shoes,827f8f69dfa529c561901c4f2e0f332f,curitiba,PR,66,66,3634.94,47.83,4.32
office_furniture,b8555308bfdb4ca1ed54325a58da9a97,sao bernardo do campo,SP,26,26,3630.03,129.64,4.07
computers_accessories,9646c3513289980f17226a2fc4720dbd,sao jose dos campos,SP,63,63,3623.44,51.76,4.34
baby,977f9f63dd360c2a32ece2f93ad6d306,tabatinga,SP,23,23,3621.92,150.91,3.92
stationery,5f5b43b2bffa8656e4bc6efeb13cc649,sao paulo,SP,24,24,3618.17,139.16,4.54
housewares,95e03ca3d4146e4011985981aeb959b9,rio de janeiro,RJ,41,41,3594.13,70.47,3.76
bed_bath_table,cce6ab8d1682639fe45ab70234f1665f,curitiba,SP,61,61,3579.59,55.93,4.53
fashion_underwear_beach,a6fe7de3d16f6149ffe280349a8535a0,franca,SP,50,50,3574.44,70.09,4.08
health_beauty,b90e891671cffd9557f33a97dc523645,sao jose dos pinhais,PR,24,24,3573.71,132.36,4.3
telephony,b76dba6c951ab00dc4edf0a1aa88037e,sao paulo,SP,114,114,3570.24,29.26,4.16
sports_leisure,0be8ff43f22e456b4e0371b2245e4d01,sao paulo,SP,58,58,3563.17,52.4,3.99
market_place,062ce95fa2ad4dfaedfc79260130565f,lajeado,RS,13,13,3562.12,274.01,3.77
baby,d98eec89afa3380e14463da2aabaea72,porto alegre,RS,59,58,3560.56,51.6,4.05
construction_tools_construction,960945e1a9535cbc0cd6ddd35fbe7ae8,sao paulo,SP,25,25,3559.91,142.4,4.6
fashion_bags_accessories,20d83f3ef0e6925fd74bfd59170babf7,sao paulo,SP,40,40,3557.21,65.87,4.35
furniture_decor,d6b1ce66b035a475f00c017792ff9769,salto,SP,25,25,3539.44,114.18,4.61
stationery,bfd27a966d91cfaafdb25d076585f0da,serra negra,SP,22,22,3538.86,160.86,4.68
fashion_bags_accessories,f4db9b37944bcb8873e6b456ee190bbf,itaquaquecetuba,SP,18,18,3535.95,186.1,4.47
pet_shop,e24fc9fcd865784fb25705606fe3dfe7,braganca paulista,SP,12,12,3524.48,234.97,4.13
electronics,612170e34b97004b3ba37eae81836b4c,novo hamburgo,RS,17,17,3522.45,207.2,4.35
furniture_decor,062ce95fa2ad4dfaedfc79260130565f,lajeado,RS,20,20,3519.79,153.03,4.26
baby,bfd27a966d91cfaafdb25d076585f0da,serra negra,SP,14,14,3496.86,233.12,4.47
stationery,acce39e832338debb07b02385cde5967,contagem,MG,27,27,3496.83,129.51,4.67
toys,d98eec89afa3380e14463da2aabaea72,porto alegre,RS,48,47,3490.37,71.23,4.37
health_beauty,c9aafcd0621b2207c10e32c649cada4d,sao paulo,SP,40,40,3488.55,74.22,4.34
sports_leisure,cb3dd9ce66268c7a3ca7241ac70ab58c,sao paulo,SP,47,44,3488.4,72.68,4.24
small_appliances,23d7c96d4a1160db1c726b248601b25a,capivari,SP,12,12,3459.53,288.29,4.25
computers_accessories,36a968b544695394e4e9d7572688598f,santos,SP,78,78,3455.99,42.15,3.67
electronics,5656537e588803a555b8eb41f07a944b,brasilia,DF,84,83,3449.04,38.32,3.84
computers_accessories,fc906263ca5083d09dce42fe02247800,belo horizonte,MG,61,61,3438.56,53.73,4.45
christmas_supplies,d93919c944be9cff128f6c9cb899eacb,mombuca,SP,32,32,3435.67,107.36,4.03
food_drink,282f23a9769b2690c5dda22e316f9941,belo horizonte,MG,56,56,3431.75,61.28,4.36
sports_leisure,4da0e408c99d2fdc2126dc9fce518060,cornelio procopio,PR,39,38,3419.27,69.78,4.43
furniture_decor,1ce3ae5a399804d1a87e706f8a813c3e,jaguaruna,SC,40,40,3416.69,77.65,3.73
pet_shop,710e3548e02bc1d2831dfc4f1b5b14d4,rolandia,PR,11,10,3406.31,309.66,3.82
toys,c8b3445d737de6befde0c88ede534a5e,sao paulo,SP,25,25,3398.24,130.7,4.5
electronics,7d13fca15225358621be4086e1eb0964,ribeirao preto,SP,15,15,3361.82,224.12,3.73
housewares,cc5a78bbad32776dc4e3af205218368c,divinopolis,MG,27,27,3355.88,119.85,4.43
food,8d79c8a04e42d722a75097ce5cbcf2ef,caucaia,CE,26,23,3347.25,123.97,4.59
market_place,6039e27294dc75811c0d8a39069f52c0,osasco,SP,23,23,3339.05,133.56,3.68
